id,price_doc
30614,19896511.15068504
30615,7300002.997757124
30616,5603026.452008752
30617,8691745.576907616
30618,4979230.868454574
30619,4290014.933902271
30620,2770361.9492481044
30621,9557405.461532556
30622,8070250.762816982
30623,6155512.439955144
30624,6929275.517735424
30625,7341499.614961206
30626,6307683.0186593365
30627,9093248.056977255
30628,6746747.909906792
30629,5597094.084923934
30630,4945206.290609038
30631,5966915.552631036
30632,4264439.022498029
30633,5510318.724941091
30634,10810290.00739202
30635,9711142.873937795
30636,5703024.959271992
30637,9620400.38440825
30638,6649354.170170431
30639,8649735.275957746
30640,4619456.713141176
30641,8386878.475956928
30642,6811594.7667278545
30643,7522249.1536405515
30644,9741968.006103309
30645,7774631.421068243
30646,5182123.129774004
30647,4931148.015553357
30648,20710547.76112077
30649,2401452.494125416
30650,4567784.485239864
30651,3722566.8147393474
30652,4679082.718480484
30653,8419642.73890629
30654,4557081.024632248
30655,11683176.398663647
30656,4184116.777679227
30657,6412257.763763831
30658,10019386.643993836
30659,4685450.749340578
30660,8336686.431652978
30661,6599927.870275339
30662,8892362.142425274
30663,15388209.453821534
30664,12995606.004306521
30665,6825546.974140999
30666,2486681.717973427
30667,4661491.298023181
30668,9823966.74585803
30669,5176389.468028352
30670,2567274.9980159537
30671,6764066.250967087
30672,13642420.43686955
30673,9992466.719723443
30674,10170706.102672853
30675,2252867.1947774114
30676,6926473.054035295
30677,4198178.821575066
30678,18581174.336622126
30679,6003537.917307786
30680,5547338.160273431
30681,2625459.492757724
30682,8401880.060274746
30683,9848951.546901928
30684,4706494.503358595
30685,7182543.187575619
30686,10232128.388329023
30687,5098672.026964924
30688,4632437.798950966
30689,13441180.815923672
30690,22234958.520116206
30691,4599407.882378053
30692,6684721.373396776
30693,10328284.708734171
30694,6103290.306014425
30695,6529894.357454068
30696,6514020.77777917
30697,11723837.971769473
30698,7804105.095827658
30699,6369631.968973458
30700,4961858.088339941
30701,9741968.006103309
30702,6435570.622196909
30703,3843985.710974317
30704,10624613.884303706
30705,8393847.74339256
30706,20467069.066672076
30707,4133309.4821001054
30708,13693544.77619358
30709,5893700.9451346705
30710,7377635.872842874
30711,4744575.305388395
30712,4474660.008317118
30713,6564948.061688377
30714,7348569.51960259
30715,4153995.9236421175
30716,9848951.546901928
30717,6415152.552086185
30718,11117227.113332158
30719,22740426.07477757
30720,7132437.826199329
30721,6094024.976549564
30722,7697521.106528819
30723,6580311.711335573
30724,11995100.750162026
30725,6466473.588780515
30726,11112152.543544253
30727,9470007.962311583
30728,12078467.865617102
30729,4048051.1485101706
30730,6293776.483029287
30731,6643620.771870817
30732,4711710.298058266
30733,9561410.548884008
30734,6553258.476991577
30735,5643092.52802143
30736,5498895.12894088
30737,6797000.685131187
30738,6522170.296231383
30739,3123789.568589436
30740,6823211.778467523
30741,13299574.96083648
30742,4457312.940061011
30743,5243923.441088912
30744,10189197.246808058
30745,7075303.31341607
30746,5856857.9518242655
30747,15934302.38962517
30748,16833461.867867008
30749,4659936.6323667625
30750,6610007.000924926
30751,4374728.958096262
30752,8199432.607295834
30753,9262735.947771024
30754,6247220.90463794
30755,5142329.014888785
30756,10216568.890134724
30757,5907836.013501209
30758,11218026.24504234
30759,6052649.552480984
30760,4469998.783005797
30761,10818090.6055333
30762,6974812.745804923
30763,10887416.772992672
30764,6735174.070416579
30765,5838501.805384783
30766,3508008.116890118
30767,10438420.021547547
30768,4329187.796930628
30769,7276564.0931263305
30770,6743290.380307868
30771,2712440.158177829
30772,8279674.609232751
30773,8173568.470811895
30774,5830979.366350547
30775,10957533.43576612
30776,5274640.971290055
30777,6919546.990104095
30778,9497928.405577658
30779,6731994.951223774
30780,7964097.0560749825
30781,6468027.24532018
30782,5508034.098063687
30783,6058251.693340044
30784,3592274.681787635
30785,5200253.25688328
30786,4172605.8384541734
30787,6415667.857529022
30788,6203772.017407522
30789,7103683.365098154
30790,6525182.778597501
30791,9853234.011502625
30792,6578878.914638604
30793,12370947.15794197
30794,15223669.051663287
30795,11262426.852224166
30796,11488068.385150813
30797,14387168.59645149
30798,2699429.5785482205
30799,10091912.354739936
30800,11397361.154755834
30801,6242052.473049932
30802,15632821.960371362
30803,3419970.7159315604
30804,4129755.0098518464
30805,14066490.382874932
30806,6553258.476991577
30807,6078287.726334618
30808,9953972.426354509
30809,5340692.96887725
30810,11284256.775191732
30811,4271004.092439966
30812,5360577.1734048445
30813,5180192.617474447
30814,2243206.8465013234
30815,4560567.279605202
30816,9109346.525411718
30817,1631306.8167301775
30818,7957229.705419041
30819,9326220.268821156
30820,5051757.534827327
30821,19719912.1393098
30822,8239642.137539817
30823,6854878.393335002
30824,4233612.564897428
30825,5827595.552818396
30826,10023299.284491962
30827,5929233.342734427
30828,5682734.977714178
30829,5742410.713396906
30830,8998468.965958616
30831,6241899.896226815
30832,5692352.089368795
30833,5491859.8084916575
30834,4412464.643381364
30835,7765429.04962036
30836,6897569.158732252
30837,4840651.091747782
30838,4267899.841734678
30839,5923855.678113772
30840,11225394.465922585
30841,11041533.168628095
30842,7190300.390135526
30843,5753972.516133713
30844,10647895.039295107
30845,10109404.28050978
30846,4295670.988103304
30847,6151132.746870304
30848,8252623.871796894
30849,4342541.455143797
30850,4292699.235541624
30851,5424508.759439425
30852,7905676.895026862
30853,4472846.919947217
30854,5960130.969877473
30855,7700846.054649354
30856,8796236.448096307
30857,2395653.4318315666
30858,4339149.0178008955
30859,6658653.925163408
30860,6069617.025490401
30861,6986009.294189421
30862,6000583.399046452
30863,5306242.361100919
30864,6236237.553307738
30865,9723701.67945668
30866,7631104.844206362
30867,6416403.764331571
30868,8754362.486835063
30869,5541891.477997418
30870,6590781.839527442
30871,8921095.999733597
30872,5466687.676010115
30873,4272561.556980088
30874,5277492.497973424
30875,6427085.040712572
30876,5005770.872069662
30877,10998249.260839384
30878,5771864.036365634
30879,13808360.968345728
30880,6365117.622699063
30881,1631306.8167301775
30882,10343555.015632356
30883,4333260.213220972
30884,5893480.482887837
30885,4877714.187816503
30886,7970045.773037935
30887,6158572.071560617
30888,4415955.819622481
30889,4973993.321441746
30890,7035177.156652656
30891,3423014.201431485
30892,3508008.116890118
30893,4346221.222933263
30894,5739147.111220679
30895,4385734.842340723
30896,6272170.284853599
30897,7870031.068740082
30898,6745088.785424083
30899,6246015.585043952
30900,3665225.8397526527
30901,6663251.412746754
30902,1841183.676411776
30903,6909863.570629309
30904,8812599.911463058
30905,5856857.9518242655
30906,6389687.754006122
30907,12094575.0219247
30908,4303035.3332815375
30909,13130325.458661333
30910,7526322.55525307
30911,4629210.439608292
30912,6944492.825624232
30913,17829969.455792006
30914,6166667.443185401
30915,7777757.742498341
30916,6089453.237095728
30917,9559924.012236325
30918,6609197.381932861
30919,4864561.202596222
30920,5625377.722072341
30921,4026396.264284271
30922,6350400.775198194
30923,3795463.2101983605
30924,5377382.121902887
30925,14078496.843545593
30926,6949518.705664586
30927,7284406.22194209
30928,7618140.878557437
30929,5377382.121902887
30930,10760742.298056174
30931,10909594.154104155
30932,5121337.857923324
30933,5677841.617639007
30934,13293674.156283977
30935,6694538.550594124
30936,6502708.242161619
30937,8531699.213591553
30938,4676986.54945523
30939,9437386.057052555
30940,6379903.8853785675
30941,7297569.892081654
30942,4029580.7000915953
30943,6286936.288999681
30944,5358364.266142397
30945,3929308.20221128
30946,14027085.357808307
30947,6554581.798715582
30948,7669347.798975103
30949,6121568.420103573
30950,6539466.375201683
30951,15796454.743079662
30952,7965003.300941394
30953,10498954.807284342
30954,4762246.602653542
30955,6633551.796145831
30956,7566609.346898118
30957,5624970.904251736
30958,37909171.86844538
30959,8030644.30587015
30960,7999083.913842722
30961,10404457.806715198
30962,11475029.129710663
30963,4230672.785884136
30964,4517125.07129022
30965,6743347.8731420655
30966,12812978.811735563
30967,11472723.04906683
30968,3555813.766759554
30969,3677949.595185317
30970,6123187.106357107
30971,10722285.2688427
30972,3924719.560879559
30973,5037313.273266347
30974,4867156.909045911
30975,7526593.415271101
30976,5151871.746043715
30977,6754661.82755
30978,8922483.691546451
30979,3762216.4347682456
30980,7420200.984740902
30981,6305407.141664684
30982,6226663.659431483
30983,4423258.843739762
30984,5893480.482887837
30985,3888393.596067008
30986,10009137.691457443
30987,10153852.768610131
30988,6297126.943077957
30989,7305257.379360604
30990,13682253.947902858
30991,8283524.266842358
30992,2790684.1194396503
30993,8876384.671862187
30994,4788667.811587289
30995,6660168.622319653
30996,5893480.482887837
30997,7168651.980770825
30998,7388268.21541202
30999,6508059.925398907
31000,7982348.143993377
31001,6365117.622699063
31002,9058231.127094444
31003,9180742.037833257
31004,4524192.345192818
31005,2425916.6753108962
31006,6679232.037839587
31007,5982895.197212913
31008,5878145.787648355
31009,7349790.817108983
31010,6597125.457821067
31011,4278602.139353005
31012,5795101.172445246
31013,7570053.086727971
31014,8869648.781460809
31015,8399851.835983569
31016,4193608.223894374
31017,9660592.639107836
31018,5918138.895299963
31019,4552856.202002358
31020,6631742.179988828
31021,12372636.55064686
31022,19150978.841475565
31023,9792518.240933267
31024,4813385.073305332
31025,6281098.835200845
31026,6136437.050480456
31027,4617217.753397778
31028,5146582.736474058
31029,9098531.622159101
31030,7401890.414980971
31031,9089274.943451075
31032,11063658.948413042
31033,9779608.732217466
31034,6752621.609963746
31035,9810638.279890656
31036,7370047.403604463
31037,25026648.274988152
31038,4365743.850689445
31039,9740757.764597477
31040,5673870.978427978
31041,4463921.077374692
31042,2618719.115292958
31043,6086519.84640641
31044,8587342.205811176
31045,6119464.818693703
31046,13915390.363239756
31047,7801622.391022935
31048,6153420.137687692
31049,6195732.529919621
31050,7807770.48580116
31051,6150618.334610783
31052,4287714.693451172
31053,16775323.5947019
31054,6351406.617386672
31055,5395861.378259208
31056,12725264.083487593
31057,6089582.009076201
31058,7860624.389906672
31059,3108494.912337876
31060,6757875.030138887
31061,6486178.029453168
31062,6573062.518628987
31063,4102949.922008994
31064,4974316.250049607
31065,11817953.49355254
31066,4389699.252630854
31067,8454977.662672605
31068,4542498.822367774
31069,4529496.55071278
31070,5329015.299987245
31071,3626672.284479656
31072,8178232.745767251
31073,1631306.8167301775
31074,6529894.357454068
31075,6631638.058188406
31076,7817092.613166533
31077,5771864.036365634
31078,4446898.196623055
31079,5663561.134899629
31080,6745032.446702632
31081,3131183.8243554486
31082,9834691.944662748
31083,5340692.96887725
31084,9660592.639107836
31085,12461791.415267635
31086,3708441.5606857254
31087,5206681.453968103
31088,6870912.210393816
31089,6674907.734590416
31090,30121828.667918283
31091,3192242.7396457503
31092,6766940.86340563
31093,6825546.974140999
31094,5964322.457211
31095,4941706.844199953
31096,23967293.318457488
31097,12168550.311156843
31098,9703229.69377493
31099,26842877.36596363
31100,5114504.132578768
31101,4499858.664619025
31102,6051625.155078532
31103,11480930.355282731
31104,5735159.432468951
31105,8539080.869103089
31106,4408236.281204418
31107,14745837.04394446
31108,6809026.1007712
31109,6026141.8465629835
31110,9369057.514959686
31111,10481297.804029906
31112,5750209.702117277
31113,3328308.900706529
31114,5049166.659001593
31115,6056589.673250928
31116,6201291.335169023
31117,6319097.283365988
31118,4372708.608909803
31119,3833369.5668263445
31120,6507108.546150231
31121,6099214.302490281
31122,6066848.853268973
31123,5452125.387822586
31124,5718775.300354318
31125,13459782.781069577
31126,14688858.284246251
31127,5552476.217178794
31128,6409536.213696871
31129,5891330.098303725
31130,13564246.907171458
31131,6916609.607588711
31132,9123159.939548437
31133,9629958.399563912
31134,7001400.212289162
31135,10349051.239684952
31136,9703388.83409182
31137,4590862.677388908
31138,7149697.08582926
31139,4501342.1529394835
31140,7777930.649846402
31141,7647625.790561596
31142,9640510.888381986
31143,5006311.990319796
31144,4328654.478652977
31145,5730931.370076304
31146,5811625.963341459
31147,13675019.835214414
31148,6789512.8111176845
31149,1910805.1041444791
31150,8252623.871796894
31151,6004432.565766028
31152,8348546.001181905
31153,5965936.860958149
31154,17653146.74841237
31155,6408520.31623957
31156,8075195.316738393
31157,4454245.294976688
31158,9546860.05617574
31159,6177791.232907582
31160,5514278.654571639
31161,3677949.595185317
31162,4611753.144545911
31163,5903134.393398942
31164,6100790.052427847
31165,6072636.871527148
31166,5917878.4908333225
31167,6116025.492449648
31168,11396256.067885207
31169,10148148.333894605
31170,5743476.737300695
31171,12122726.395083774
31172,5941147.931104352
31173,9714430.170741422
31174,10026396.115487453
31175,14929459.447760837
31176,5517237.910840074
31177,8202073.636966935
31178,4381664.483541561
31179,4677955.203361624
31180,4542498.822367774
31181,9352474.506261323
31182,7458391.60838191
31183,7950130.617269313
31184,4850853.642475837
31185,4524192.345192818
31186,8181212.847988663
31187,3328308.900706529
31188,5452125.387822586
31189,4865282.899315156
31190,7498183.437470025
31191,12138682.521816997
31192,4149419.7202259526
31193,4698712.97449256
31194,8564941.968126575
31195,7607879.465544026
31196,4845480.125619158
31197,14910848.880196508
31198,5721925.591790406
31199,6797298.144736751
31200,10509402.817217225
31201,4457936.694765345
31202,3855414.492346464
31203,6415667.857529022
31204,3488193.6238137837
31205,8695968.010297192
31206,5471420.887007917
31207,4506464.65934446
31208,5501209.053570453
31209,4149928.9557559066
31210,5431871.381607785
31211,6808045.779180848
31212,4684877.812090601
31213,10670665.577055536
31214,7000709.908943282
31215,5466687.676010115
31216,5893480.482887837
31217,6707324.795308929
31218,7798577.987432233
31219,3383832.833573231
31220,6479344.1226241095
31221,4335350.175962949
31222,7216712.660676499
31223,9589960.653552026
31224,7011660.651666595
31225,13018598.09486377
31226,6300856.382556713
31227,9439689.500515496
31228,10545899.58039832
31229,5077404.926688773
31230,6210907.630691479
31231,4514505.416492046
31232,6658002.395216237
31233,6746747.909906792
31234,6747947.961507839
31235,5936617.592955254
31236,6211157.950125488
31237,10898726.873122776
31238,6797298.144736751
31239,13480884.904163117
31240,6712174.022833359
31241,6525844.771314457
31242,6843527.410540602
31243,4353368.51213993
31244,6757875.030138887
31245,7711396.622083615
31246,9901991.611934409
31247,6026455.315070482
31248,7691510.5000861045
31249,9671336.020547498
31250,5603026.452008752
31251,6707324.795308929
31252,6365117.622699063
31253,8679377.664477346
31254,6030226.322205401
31255,11518326.51773389
31256,6640887.494830924
31257,5674772.556990036
31258,10241051.170868985
31259,8292148.945180767
31260,7236898.948750291
31261,18574752.344028693
31262,5856857.9518242655
31263,6139289.443890605
31264,4320206.749213413
31265,12872431.125736885
31266,7322694.1631070925
31267,4440178.829509087
31268,4315224.670416577
31269,7607446.136808001
31270,4524192.345192818
31271,5366758.199243091
31272,15246464.999905638
31273,7331296.500746561
31274,6657550.980659912
31275,7367254.553145634
31276,5516374.505214996
31277,5203045.08244834
31278,13716983.491862504
31279,14153832.71231691
31280,8231257.962644697
31281,6707324.795308929
31282,12372636.55064686
31283,6415667.857529022
31284,4809380.638743251
31285,5110689.028754621
31286,7418201.635621376
31287,10009137.691457443
31288,4471624.645969957
31289,8595775.162059398
31290,5490269.987565876
31291,6398065.131714269
31292,3617895.1194346626
31293,6707324.795308929
31294,4381370.07264381
31295,19591456.385785416
31296,9690910.556332394
31297,8150931.5963472
31298,3572873.110004097
31299,9671336.020547498
31300,7195105.124582509
31301,6323186.788747559
31302,5659900.347985101
31303,8019538.648102527
31304,6852593.243807345
31305,9584448.554313855
31306,2934193.3399196733
31307,6781809.242522419
31308,8225387.015160182
31309,8256206.678198713
31310,65204786.8666097
31311,5600021.0549235465
31312,5370278.967234812
31313,10924298.881109508
31314,6746747.909906792
31315,9798401.312071968
31316,12184903.69660967
31317,19188647.12038
31318,8391822.573780432
31319,6879527.688557515
31320,6255491.147488771
31321,7373761.315582952
31322,9864701.548899926
31323,7792141.84403574
31324,6859465.414883395
31325,6581049.525477086
31326,5526775.7876471225
31327,7894971.117902466
31328,14102949.26628616
31329,5894438.676384564
31330,10257742.72028608
31331,8293111.834110953
31332,5130742.166808606
31333,5746745.405144344
31334,4315224.670416577
31335,8741720.393166834
31336,7899298.961291147
31337,7426817.8201510785
31338,4399735.574313709
31339,4471483.250545693
31340,5908285.830170109
31341,9671336.020547498
31342,5110588.9153034985
31343,3772829.5233686836
31344,3801281.5086648017
31345,5124240.441461699
31346,4360139.105816746
31347,8529508.792581573
31348,11670891.02733586
31349,11023786.3543385
31350,3382232.810894021
31351,5794847.289675722
31352,10714101.321222156
31353,5534379.427159665
31354,8219457.863500886
31355,9592089.978348747
31356,4559326.7261421345
31357,5038008.568494829
31358,2401452.494125416
31359,6339726.948798278
31360,7974638.277823367
31361,4476726.631604659
31362,9792518.240933267
31363,5941147.931104352
31364,3182459.4014136335
31365,4102949.922008994
31366,7010431.157766018
31367,9709035.157317609
31368,6096987.061610065
31369,4633708.928453674
31370,9431854.059720824
31371,9422248.185480762
31372,6900534.57671705
31373,5315908.788131739
31374,6573062.518628987
31375,5753528.934911999
31376,6797298.144736751
31377,8171655.528532873
31378,6268190.958106293
31379,31506485.873623334
31380,4473530.820052702
31381,7209194.398104854
31382,6129840.023675733
31383,7692896.815597337
31384,17922321.911228195
31385,14958743.593724342
31386,8779674.008588444
31387,11199353.433882717
31388,5207927.703107389
31389,4435962.826873883
31390,8260640.302511811
31391,5965936.860958149
31392,11941903.331152493
31393,8803204.492455272
31394,5763133.506801837
31395,4033791.6626230227
31396,9124188.26240679
31397,7289407.092306458
31398,1655421.7507491258
31399,11300732.727673123
31400,4327404.585668629
31401,12108808.106087722
31402,9984903.131522834
31403,4974316.250049607
31404,4727248.727505405
31405,4290014.933902271
31406,5950864.096256747
31407,3592656.174620293
31408,6415667.857529022
31409,5402653.8118540635
31410,10844781.573107203
31411,8742360.146737566
31412,10938098.512821628
31413,7563785.787780906
31414,3807964.6672288994
31415,14510251.560664495
31416,6809363.238970432
31417,5343077.827058276
31418,7492202.249944228
31419,8420322.226013867
31420,8630343.085014002
31421,7828240.444590459
31422,5897850.3746495955
31423,6851875.046101984
31424,25620745.338364843
31425,6265872.320054028
31426,4377732.367955163
31427,5859927.020451529
31428,8791719.508886406
31429,14997569.394108692
31430,5228810.928497462
31431,6056589.673250928
31432,5323160.740152842
31433,5525314.21207937
31434,4450791.918109525
31435,10833521.773421604
31436,9448777.112977656
31437,12725264.083487593
31438,8418502.487144377
31439,11267628.939586513
31440,6908640.778873621
31441,6437628.345479897
31442,7939604.16123849
31443,10933872.068534466
31444,6914313.668253117
31445,8988973.343445746
31446,12096730.04678594
31447,7127943.75349085
31448,7394040.436874474
31449,7571991.9347362155
31450,6420923.758395743
31451,7943940.986121678
31452,11270172.13433412
31453,3074157.3710150626
31454,5660882.240629648
31455,7562389.210707297
31456,4974316.250049607
31457,5520003.839367169
31458,17567446.222360633
31459,8604708.050769316
31460,5024866.484879565
31461,4555268.157983766
31462,3538743.8586437423
31463,6064960.991510196
31464,7965905.4545565955
31465,5506195.442714809
31466,53700274.32222245
31467,3711666.199938287
31468,14456124.53010821
31469,4930838.220352015
31470,5965936.860958149
31471,13237752.278025536
31472,2491396.0920496644
31473,7560618.515229731
31474,4328438.078883058
31475,6566877.0202282015
31476,18888405.017213505
31477,7291568.965301779
31478,5138901.209598151
31479,6020098.189255704
31480,9774578.361913133
31481,7866436.741375778
31482,10149262.318729984
31483,10288319.889911061
31484,6719174.977635897
31485,2929274.743385168
31486,2823159.420399048
31487,4650867.681362998
31488,13991845.011517026
31489,8273259.928475157
31490,4963178.900357112
31491,5779798.635880858
31492,7774097.666800203
31493,9578130.089835132
31494,5578722.072659656
31495,5808851.214764733
31496,9864780.915691242
31497,4638332.903967303
31498,5824744.979994454
31499,10863312.817419982
31500,9972263.377156587
31501,9614893.874086235
31502,9707832.758151948
31503,5245390.521779718
31504,9920201.948792057
31505,15621109.434456216
31506,7293961.411999947
31507,6616967.682362568
31508,7087083.500703078
31509,5956386.57673726
31510,5700126.033692607
31511,4962569.828140622
31512,6300039.1960342275
31513,20596147.719625335
31514,21573982.353423595
31515,1795256.8860833733
31516,16486187.742038537
31517,6161047.464988848
31518,7835938.520050508
31519,6264437.544575597
31520,7722438.199837793
31521,4882979.914262899
31522,4471624.645969957
31523,7548529.33023003
31524,8865050.487323882
31525,11361802.484256284
31526,5954501.021896894
31527,7984741.343483588
31528,4593047.444743804
31529,5793782.209560716
31530,6617472.506195359
31531,9352279.621704703
31532,5856857.9518242655
31533,14530548.36450623
31534,7045273.181715129
31535,10273687.213695997
31536,8086758.993657216
31537,4108924.52714807
31538,5451762.400859849
31539,3590544.4072692427
31540,9589960.653552026
31541,2981423.408155135
31542,6332343.566753629
31543,4153500.156838953
31544,4860234.895802564
31545,8062565.46672657
31546,12775814.318317553
31547,6083035.073641903
31548,6345320.505672391
31549,5603026.452008752
31550,5655232.71441635
31551,6007667.501057091
31552,7206437.485834156
31553,6139209.607312532
31554,7345837.394721669
31555,4258096.034254625
31556,7381269.382624668
31557,5954422.557719592
31558,10009137.691457443
31559,2706865.1398893837
31560,7521115.846603355
31561,7427640.523378336
31562,30992380.767453827
31563,3836578.9168292214
31564,9086530.262647655
31565,9106692.298571073
31566,6062041.055275434
31567,17310974.897654958
31568,7104920.099563925
31569,6694538.550594124
31570,7505348.735447791
31571,6334782.1029805355
31572,3884840.5857194513
31573,5463183.820106042
31574,11176725.607491752
31575,5771864.036365634
31576,8124909.604330797
31577,5273370.3506837655
31578,7683504.909617506
31579,5987167.827785213
31580,7079344.099272653
31581,5558753.103245968
31582,7608092.714428513
31583,7642720.402663191
31584,4454496.160250782
31585,6879527.688557515
31586,12224000.612756623
31587,15088393.310685275
31588,9386790.192684267
31589,3482536.653263695
31590,6065277.476859879
31591,7579801.884483356
31592,7991634.363422065
31593,6971387.753894951
31594,7753018.175842338
31595,5508379.583485405
31596,3502362.9380799513
31597,5589966.888955672
31598,3259050.027533297
31599,7501026.681743648
31600,7045059.05115452
31601,16947183.040762004
31602,5633844.586101935
31603,13438042.134487964
31604,3611413.1682614987
31605,5024866.484879565
31606,6201168.569440741
31607,8149918.150016729
31608,5513872.505806262
31609,5896765.806633762
31610,7504279.731383685
31611,5623320.74359802
31612,6081957.913272214
31613,5369264.2700405205
31614,15173334.241458736
31615,9489967.899405766
31616,10852731.988060297
31617,4495915.613898977
31618,6981881.564847457
31619,10418475.95792319
31620,4295670.988103304
31621,6376340.644292026
31622,29497206.77507742
31623,9852107.833458075
31624,5334174.644681795
31625,10023095.251331985
31626,6088608.707595078
31627,6754886.938237913
31628,10733575.78330198
31629,10277915.448094226
31630,3843985.710974317
31631,5880095.087903878
31632,15577503.70207494
31633,5398940.479280427
31634,9730854.762816943
31635,13521958.748642787
31636,6455212.570902726
31637,5959054.806759649
31638,7071914.643987182
31639,4079204.775021888
31640,11027366.505691105
31641,4492680.689205477
31642,3220939.698449461
31643,6066848.853268973
31644,10526092.632969046
31645,5869488.729261274
31646,8667769.826042494
31647,6267962.432316555
31648,12134946.743360866
31649,5325500.857657765
31650,6505301.272044608
31651,10482007.715852367
31652,4963093.514401429
31653,6052741.789632173
31654,5837837.706923626
31655,4616059.195134937
31656,22491819.989987947
31657,6968044.40625
31658,4339149.0178008955
31659,7621410.752606672
31660,4602244.8963287575
31661,5585594.422407208
31662,6593243.441061886
31663,4372708.608909803
31664,3340757.6075983546
31665,4524192.345192818
31666,5626318.967547998
31667,7328652.3714793455
31668,10120426.960090829
31669,9206998.626068423
31670,6596467.400328609
31671,5976512.679151985
31672,8128499.75478619
31673,7547682.69881413
31674,8887438.575319204
31675,7930471.039991668
31676,7481875.338596656
31677,5436239.849322171
31678,5253260.774282752
31679,8595395.64853623
31680,7077126.983007899
31681,6242052.473049932
31682,3625501.193481185
31683,6879527.688557515
31684,5391243.203707209
31685,3973326.808090562
31686,11538009.375723151
31687,11489793.165688047
31688,10196784.996556377
31689,4365798.002650893
31690,7348668.06065119
31691,4260340.178747959
31692,3850187.275282086
31693,6511173.812386889
31694,10546945.136514738
31695,6707324.795308929
31696,3632593.3208498135
31697,5391243.203707209
31698,3491547.0677129007
31699,5976581.4578039665
31700,6080307.766753933
31701,8622480.181121623
31702,5883546.375313831
31703,8760774.898851354
31704,5912255.802463232
31705,9717342.427526897
31706,5486109.998791826
31707,12426949.791353539
31708,8968682.75057974
31709,5445650.973711156
31710,10966593.573583208
31711,7509028.4621307
31712,7500002.378801192
31713,5552476.217178794
31714,5603609.124105601
31715,5150797.121594398
31716,5812451.972958038
31717,9611046.12145117
31718,5020153.582903742
31719,7665889.140266911
31720,5359769.525525306
31721,4923364.168185254
31722,6066848.853268973
31723,5784466.140354108
31724,5708132.756294005
31725,5118866.500842662
31726,13105494.377155093
31727,5744310.109470746
31728,4778160.648541982
31729,6740252.715555891
31730,3291686.369642958
31731,7478956.328082903
31732,8974488.277056916
31733,4103245.5981328306
31734,4346221.222933263
31735,3064019.2979591526
